Datum;Wotag;Stunde;KFZ_R1;KFZ_R2;KFZ_Gesamt
29.04.2023;6;23;61;57;118
30.04.2023;7;0;41;37;78
30.04.2023;7;1;22;20;42
30.04.2023;7;2;14;12;26
30.04.2023;7;3;10;10;20
30.04.2023;7;4;15;14;29
30.04.2023;7;5;42;39;81
30.04.2023;7;6;105;96;201
30.04.2023;7;7;235;217;452
30.04.2023;7;8;180;166;346
30.04.2023;7;9;140;129;269
30.04.2023;7;10;139;129;268
30.04.2023;7;11;161;148;309
30.04.2023;7;12;163;151;314
30.04.2023;7;13;154;142;296
30.04.2023;7;14;136;125;261
30.04.2023;7;15;171;157;328
30.04.2023;7;16;205;190;395
30.04.2023;7;17;236;218;454
30.04.2023;7;18;205;189;394
30.04.2023;7;19;121;111;232
30.04.2023;7;20;89;82;171
30.04.2023;7;21;66;61;127
30.04.2023;7;22;52;48;100
30.04.2023;7;23;44;41;85
01.05.2023;1;0;63;59;122
01.05.2023;1;1;35;32;67
01.05.2023;1;2;22;20;42
01.05.2023;1;3;18;16;34
01.05.2023;1;4;25;23;48
01.05.2023;1;5;63;59;122
01.05.2023;1;6;172;158;330
01.05.2023;1;7;316;291;607
01.05.2023;1;8;287;264;551
01.05.2023;1;9;226;209;435
01.05.2023;1;10;200;185;385
01.05.2023;1;11;235;216;451
01.05.2023;1;12;250;230;480
01.05.2023;1;13;222;205;427
01.05.2023;1;14;222;205;427
01.05.2023;1;15;255;236;491
01.05.2023;1;16;350;324;674
01.05.2023;1;17;403;372;775
01.05.2023;1;18;300;277;577
01.05.2023;1;19;217;201;418
01.05.2023;1;20;142;131;273
01.05.2023;1;21;97;90;187
01.05.2023;1;22;88;81;169
01.05.2023;1;23;65;60;125
02.05.2023;2;0;61;57;118
02.05.2023;2;1;33;31;64
02.05.2023;2;2;22;20;42
02.05.2023;2;3;17;15;32
02.05.2023;2;4;23;22;45
02.05.2023;2;5;64;60;124
02.05.2023;2;6;163;151;314
02.05.2023;2;7;343;317;660
02.05.2023;2;8;293;270;563
02.05.2023;2;9;204;189;393
02.05.2023;2;10;213;196;409
02.05.2023;2;11;252;233;485
02.05.2023;2;12;270;250;520
02.05.2023;2;13;251;232;483
02.05.2023;2;14;218;201;419
02.05.2023;2;15;284;262;546
02.05.2023;2;16;322;298;620
02.05.2023;2;17;406;374;780
02.05.2023;2;18;293;271;564
02.05.2023;2;19;202;187;389
02.05.2023;2;20;141;131;272
02.05.2023;2;21;109;101;210
02.05.2023;2;22;87;80;167
02.05.2023;2;23;68;62;130
03.05.2023;3;0;58;54;112
03.05.2023;3;1;33;30;63
03.05.2023;3;2;20;19;39
03.05.2023;3;3;18;16;34
03.05.2023;3;4;27;24;51
03.05.2023;3;5;66;61;127
03.05.2023;3;6;161;148;309
03.05.2023;3;7;270;250;520
03.05.2023;3;8;267;246;513
03.05.2023;3;9;246;227;473
03.05.2023;3;10;205;189;394
03.05.2023;3;11;221;204;425
03.05.2023;3;12;271;251;522
03.05.2023;3;13;244;226;470
03.05.2023;3;14;230;213;443
03.05.2023;3;15;268;247;515
03.05.2023;3;16;332;307;639
03.05.2023;3;17;406;374;780
03.05.2023;3;18;339;312;651
03.05.2023;3;19;213;197;410
03.05.2023;3;20;152;140;292
03.05.2023;3;21;111;102;213
03.05.2023;3;22;79;72;151
03.05.2023;3;23;69;64;133
04.05.2023;4;0;62;57;119
04.05.2023;4;1;29;27;56
04.05.2023;4;2;19;17;36
04.05.2023;4;3;16;15;31
04.05.2023;4;4;26;24;50
04.05.2023;4;5;63;58;121
04.05.2023;4;6;168;156;324
04.05.2023;4;7;344;318;662
04.05.2023;4;8;274;253;527
04.05.2023;4;9;229;212;441
04.05.2023;4;10;212;196;408
04.05.2023;4;11;222;204;426
04.05.2023;4;12;251;232;483
04.05.2023;4;13;212;195;407
04.05.2023;4;14;246;227;473
04.05.2023;4;15;263;242;505
04.05.2023;4;16;368;340;708
04.05.2023;4;17;400;370;770
04.05.2023;4;18;330;304;634
04.05.2023;4;19;209;192;401
04.05.2023;4;20;146;135;281
04.05.2023;4;21;101;94;195
04.05.2023;4;22;84;78;162
04.05.2023;4;23;68;63;131
05.05.2023;5;0;60;56;116
05.05.2023;5;1;33;31;64
05.05.2023;5;2;20;19;39
05.05.2023;5;3;19;17;36
05.05.2023;5;4;25;23;48
05.05.2023;5;5;68;62;130
05.05.2023;5;6;165;153;318
05.05.2023;5;7;318;293;611
05.05.2023;5;8;273;252;525
05.05.2023;5;9;225;207;432
05.05.2023;5;10;211;195;406
05.05.2023;5;11;248;229;477
05.05.2023;5;12;254;234;488
05.05.2023;5;13;246;227;473
05.05.2023;5;14;237;219;456
05.05.2023;5;15;294;271;565
05.05.2023;5;16;333;308;641
05.05.2023;5;17;449;415;864
05.05.2023;5;18;306;282;588
05.05.2023;5;19;201;185;386
05.05.2023;5;20;137;127;264
05.05.2023;5;21;116;108;224
05.05.2023;5;22;87;80;167
05.05.2023;5;23;66;60;126
06.05.2023;6;0;57;52;109
06.05.2023;6;1;30;27;57
06.05.2023;6;2;20;18;38
06.05.2023;6;3;13;12;25
06.05.2023;6;4;21;19;40
06.05.2023;6;5;52;48;100
06.05.2023;6;6;128;118;246
06.05.2023;6;7;281;259;540
06.05.2023;6;8;245;227;472
06.05.2023;6;9;203;187;390
06.05.2023;6;10;199;183;382
06.05.2023;6;11;192;177;369
06.05.2023;6;12;209;192;401
06.05.2023;6;13;197;181;378
06.05.2023;6;14;205;189;394
06.05.2023;6;15;224;207;431
06.05.2023;6;16;275;254;529
06.05.2023;6;17;359;331;690
06.05.2023;6;18;271;251;522
06.05.2023;6;19;160;147;307
06.05.2023;6;20;116;108;224
06.05.2023;6;21;96;88;184
06.05.2023;6;22;72;67;139
06.05.2023;6;23;55;50;105
07.05.2023;7;0;41;37;78
07.05.2023;7;1;22;20;42
07.05.2023;7;2;14;13;27
07.05.2023;7;3;10;9;19
07.05.2023;7;4;16;14;30
07.05.2023;7;5;41;38;79
07.05.2023;7;6;108;100;208
07.05.2023;7;7;210;193;403
07.05.2023;7;8;178;165;343
07.05.2023;7;9;152;140;292
07.05.2023;7;10;143;132;275
07.05.2023;7;11;153;141;294
07.05.2023;7;12;164;152;316
07.05.2023;7;13;149;137;286
07.05.2023;7;14;143;132;275
07.05.2023;7;15;176;162;338
07.05.2023;7;16;231;213;444
07.05.2023;7;17;259;240;499
07.05.2023;7;18;194;180;374
07.05.2023;7;19;133;122;255
07.05.2023;7;20;96;89;185
07.05.2023;7;21;67;61;128
07.05.2023;7;22;56;51;107
07.05.2023;7;23;45;41;86
08.05.2023;1;0;66;60;126
08.05.2023;1;1;36;33;69
08.05.2023;1;2;22;20;42
08.05.2023;1;3;16;15;31
08.05.2023;1;4;24;22;46
08.05.2023;1;5;62;58;120
08.05.2023;1;6;163;151;314
08.05.2023;1;7;295;273;568
08.05.2023;1;8;286;264;550
08.05.2023;1;9;225;207;432
08.05.2023;1;10;202;186;388
08.05.2023;1;11;226;209;435
08.05.2023;1;12;266;245;511
08.05.2023;1;13;232;214;446
08.05.2023;1;14;258;239;497
08.05.2023;1;15;274;253;527
08.05.2023;1;16;330;304;634
08.05.2023;1;17;401;371;772
08.05.2023;1;18;318;293;611
08.05.2023;1;19;214;197;411
08.05.2023;1;20;162;149;311
08.05.2023;1;21;100;92;192
08.05.2023;1;22;87;81;168
08.05.2023;1;23;68;62;130
09.05.2023;2;0;58;53;111
09.05.2023;2;1;35;32;67
09.05.2023;2;2;22;21;43
09.05.2023;2;3;16;15;31
09.05.2023;2;4;25;23;48
09.05.2023;2;5;57;53;110
09.05.2023;2;6;157;144;301
09.05.2023;2;7;330;304;634
09.05.2023;2;8;285;264;549
09.05.2023;2;9;217;201;418
09.05.2023;2;10;211;195;406
09.05.2023;2;11;224;206;430
09.05.2023;2;12;245;226;471
09.05.2023;2;13;238;220;458
09.05.2023;2;14;216;200;416
09.05.2023;2;15;259;240;499
09.05.2023;2;16;337;311;648
09.05.2023;2;17;421;388;809
09.05.2023;2;18;333;307;640
09.05.2023;2;19;202;186;388
09.05.2023;2;20;153;141;294
09.05.2023;2;21;100;93;193
09.05.2023;2;22;91;84;175
09.05.2023;2;23;63;58;121
10.05.2023;3;0;67;62;129
10.05.2023;3;1;32;30;62
10.05.2023;3;2;23;21;44
10.05.2023;3;3;17;16;33
10.05.2023;3;4;24;22;46
10.05.2023;3;5;61;56;117
10.05.2023;3;6;174;160;334
10.05.2023;3;7;330;305;635
10.05.2023;3;8;292;269;561
10.05.2023;3;9;230;213;443
10.05.2023;3;10;217;200;417
10.05.2023;3;11;231;214;445
10.05.2023;3;12;235;216;451
10.05.2023;3;13;220;204;424
10.05.2023;3;14;232;215;447
10.05.2023;3;15;288;266;554
10.05.2023;3;16;361;334;695
10.05.2023;3;17;417;385;802
10.05.2023;3;18;318;293;611
10.05.2023;3;19;217;200;417
10.05.2023;3;20;141;131;272
10.05.2023;3;21;103;96;199
10.05.2023;3;22;80;74;154
10.05.2023;3;23;63;58;121
11.05.2023;4;0;64;59;123
11.05.2023;4;1;34;31;65
11.05.2023;4;2;22;20;42
11.05.2023;4;3;17;16;33
11.05.2023;4;4;25;24;49
11.05.2023;4;5;64;60;124
11.05.2023;4;6;167;154;321
11.05.2023;4;7;320;295;615
11.05.2023;4;8;282;260;542
11.05.2023;4;9;234;216;450
11.05.2023;4;10;216;199;415
11.05.2023;4;11;222;205;427
11.05.2023;4;12;251;232;483
11.05.2023;4;13;223;205;428
11.05.2023;4;14;224;206;430
11.05.2023;4;15;256;237;493
11.05.2023;4;16;356;328;684
11.05.2023;4;17;423;390;813
11.05.2023;4;18;322;297;619
11.05.2023;4;19;229;212;441
11.05.2023;4;20;145;134;279
11.05.2023;4;21;120;111;231
11.05.2023;4;22;83;76;159
11.05.2023;4;23;68;62;130
12.05.2023;5;0;61;57;118
12.05.2023;5;1;34;31;65
12.05.2023;5;2;22;20;42
12.05.2023;5;3;17;15;32
12.05.2023;5;4;28;25;53
12.05.2023;5;5;63;59;122
12.05.2023;5;6;170;156;326
12.05.2023;5;7;299;276;575
12.05.2023;5;8;298;276;574
12.05.2023;5;9;228;211;439
12.05.2023;5;10;203;187;390
12.05.2023;5;11;221;204;425
12.05.2023;5;12;284;263;547
12.05.2023;5;13;227;209;436
12.05.2023;5;14;213;197;410
12.05.2023;5;15;262;242;504
12.05.2023;5;16;333;308;641
12.05.2023;5;17;412;381;793
12.05.2023;5;18;322;297;619
12.05.2023;5;19;216;199;415
12.05.2023;5;20;141;131;272
12.05.2023;5;21;106;98;204
12.05.2023;5;22;80;74;154
12.05.2023;5;23;65;60;125
13.05.2023;6;0;51;47;98
13.05.2023;6;1;27;24;51
13.05.2023;6;2;19;17;36
13.05.2023;6;3;15;13;28
13.05.2023;6;4;22;21;43
13.05.2023;6;5;54;49;103
13.05.2023;6;6;148;136;284
13.05.2023;6;7;243;224;467
13.05.2023;6;8;259;240;499
13.05.2023;6;9;197;182;379
13.05.2023;6;10;183;169;352
13.05.2023;6;11;199;184;383
13.05.2023;6;12;203;187;390
13.05.2023;6;13;181;167;348
13.05.2023;6;14;188;174;362
13.05.2023;6;15;238;219;457
13.05.2023;6;16;294;271;565
13.05.2023;6;17;318;293;611
13.05.2023;6;18;253;234;487
13.05.2023;6;19;171;158;329
13.05.2023;6;20;122;113;235
13.05.2023;6;21;83;76;159
13.05.2023;6;22;66;61;127
13.05.2023;6;23;55;50;105
14.05.2023;7;0;41;38;79
14.05.2023;7;1;20;19;39
14.05.2023;7;2;14;12;26
14.05.2023;7;3;11;11;22
14.05.2023;7;4;15;14;29
14.05.2023;7;5;41;37;78
14.05.2023;7;6;114;106;220
14.05.2023;7;7;200;184;384
14.05.2023;7;8;185;170;355
14.05.2023;7;9;158;146;304
14.05.2023;7;10;134;123;257
14.05.2023;7;11;158;145;303
14.05.2023;7;12;166;154;320
14.05.2023;7;13;147;135;282
14.05.2023;7;14;153;141;294
14.05.2023;7;15;179;166;345
14.05.2023;7;16;228;211;439
14.05.2023;7;17;254;234;488
14.05.2023;7;18;204;189;393
14.05.2023;7;19;135;125;260
14.05.2023;7;20;98;91;189
14.05.2023;7;21;64;60;124
14.05.2023;7;22;57;53;110
14.05.2023;7;23;45;41;86
15.05.2023;1;0;59;54;113
15.05.2023;1;1;35;33;68
15.05.2023;1;2;23;22;45
15.05.2023;1;3;18;16;34
15.05.2023;1;4;27;25;52
15.05.2023;1;5;63;58;121
15.05.2023;1;6;153;142;295
15.05.2023;1;7;284;263;547
15.05.2023;1;8;296;274;570
15.05.2023;1;9;223;206;429
15.05.2023;1;10;199;184;383
15.05.2023;1;11;229;212;441
15.05.2023;1;12;258;239;497
15.05.2023;1;13;213;197;410
15.05.2023;1;14;225;207;432
15.05.2023;1;15;292;270;562
15.05.2023;1;16;316;292;608
15.05.2023;1;17;419;386;805
15.05.2023;1;18;306;282;588
15.05.2023;1;19;215;198;413
15.05.2023;1;20;154;143;297
15.05.2023;1;21;108;100;208
15.05.2023;1;22;87;81;168
15.05.2023;1;23;63;58;121
16.05.2023;2;0;66;61;127
16.05.2023;2;1;32;30;62
16.05.2023;2;2;21;20;41
16.05.2023;2;3;17;16;33
16.05.2023;2;4;25;24;49
16.05.2023;2;5;64;59;123
16.05.2023;2;6;160;148;308
16.05.2023;2;7;292;270;562
16.05.2023;2;8;305;282;587
16.05.2023;2;9;232;214;446
16.05.2023;2;10;221;204;425
16.05.2023;2;11;229;212;441
16.05.2023;2;12;233;215;448
16.05.2023;2;13;241;222;463
16.05.2023;2;14;226;208;434
16.05.2023;2;15;276;255;531
16.05.2023;2;16;323;299;622
16.05.2023;2;17;434;401;835
16.05.2023;2;18;300;276;576
16.05.2023;2;19;205;190;395
16.05.2023;2;20;147;136;283
16.05.2023;2;21;99;91;190
16.05.2023;2;22;85;78;163
16.05.2023;2;23;72;67;139
17.05.2023;3;0;61;57;118
17.05.2023;3;1;34;32;66
17.05.2023;3;2;18;17;35
17.05.2023;3;3;17;15;32
17.05.2023;3;4;24;23;47
17.05.2023;3;5;60;56;116
17.05.2023;3;6;176;163;339
17.05.2023;3;7;308;285;593
17.05.2023;3;8;290;268;558
17.05.2023;3;9;226;208;434
17.05.2023;3;10;189;174;363
17.05.2023;3;11;217;200;417
17.05.2023;3;12;263;242;505
17.05.2023;3;13;205;190;395
17.05.2023;3;14;221;204;425
17.05.2023;3;15;266;246;512
17.05.2023;3;16;363;336;699
17.05.2023;3;17;417;384;801
17.05.2023;3;18;305;281;586
17.05.2023;3;19;223;205;428
17.05.2023;3;20;141;130;271
17.05.2023;3;21;110;101;211
17.05.2023;3;22;78;72;150
17.05.2023;3;23;70;65;135
18.05.2023;4;0;61;57;118
18.05.2023;4;1;32;29;61
18.05.2023;4;2;21;19;40
18.05.2023;4;3;17;16;33
18.05.2023;4;4;24;23;47
18.05.2023;4;5;64;60;124
18.05.2023;4;6;162;150;312
18.05.2023;4;7;323;298;621
18.05.2023;4;8;299;276;575
18.05.2023;4;9;229;212;441
18.05.2023;4;10;204;189;393
18.05.2023;4;11;231;214;445
18.05.2023;4;12;257;238;495
18.05.2023;4;13;254;234;488
18.05.2023;4;14;241;222;463
18.05.2023;4;15;285;263;548
18.05.2023;4;16;386;356;742
18.05.2023;4;17;411;380;791
18.05.2023;4;18;321;296;617
18.05.2023;4;19;216;200;416
18.05.2023;4;20;139;128;267
18.05.2023;4;21;102;94;196
18.05.2023;4;22;82;75;157
18.05.2023;4;23;69;64;133
19.05.2023;5;0;62;58;120
19.05.2023;5;1;34;31;65
19.05.2023;5;2;22;20;42
19.05.2023;5;3;18;16;34
19.05.2023;5;4;25;23;48
19.05.2023;5;5;61;56;117
19.05.2023;5;6;177;163;340
19.05.2023;5;7;326;300;626
19.05.2023;5;8;269;248;517
19.05.2023;5;9;226;209;435
19.05.2023;5;10;211;194;405
19.05.2023;5;11;239;220;459
19.05.2023;5;12;262;242;504
19.05.2023;5;13;233;215;448
19.05.2023;5;14;237;218;455
19.05.2023;5;15;272;252;524
19.05.2023;5;16;323;298;621
19.05.2023;5;17;396;365;761
19.05.2023;5;18;314;289;603
19.05.2023;5;19;209;192;401
19.05.2023;5;20;133;122;255
19.05.2023;5;21;102;95;197
19.05.2023;5;22;84;77;161
19.05.2023;5;23;66;61;127
20.05.2023;6;0;53;48;101
20.05.2023;6;1;29;27;56
20.05.2023;6;2;17;15;32
20.05.2023;6;3;13;12;25
20.05.2023;6;4;21;19;40
20.05.2023;6;5;55;51;106
20.05.2023;6;6;154;142;296
20.05.2023;6;7;277;255;532
20.05.2023;6;8;230;213;443
20.05.2023;6;9;193;178;371
20.05.2023;6;10;180;166;346
20.05.2023;6;11;197;182;379
20.05.2023;6;12;219;202;421
20.05.2023;6;13;187;172;359
20.05.2023;6;14;196;181;377
20.05.2023;6;15;236;217;453
20.05.2023;6;16;296;273;569
20.05.2023;6;17;327;302;629
20.05.2023;6;18;262;242;504
20.05.2023;6;19;153;142;295
20.05.2023;6;20;121;111;232
20.05.2023;6;21;86;80;166
20.05.2023;6;22;68;62;130
20.05.2023;6;23;57;53;110
21.05.2023;7;0;41;37;78
21.05.2023;7;1;19;18;37
21.05.2023;7;2;14;12;26
21.05.2023;7;3;10;10;20
21.05.2023;7;4;17;15;32
21.05.2023;7;5;38;35;73
21.05.2023;7;6;109;100;209
21.05.2023;7;7;201;185;386
21.05.2023;7;8;193;178;371
21.05.2023;7;9;150;139;289
21.05.2023;7;10;134;124;258
21.05.2023;7;11;138;127;265
21.05.2023;7;12;151;139;290
21.05.2023;7;13;145;134;279
21.05.2023;7;14;149;138;287
21.05.2023;7;15;171;158;329
21.05.2023;7;16;224;207;431
21.05.2023;7;17;257;238;495
21.05.2023;7;18;194;179;373
21.05.2023;7;19;134;124;258
21.05.2023;7;20;96;89;185
21.05.2023;7;21;69;64;133
21.05.2023;7;22;59;55;114
21.05.2023;7;23;42;39;81
22.05.2023;1;0;62;58;120
22.05.2023;1;1;34;32;66
22.05.2023;1;2;21;19;40
22.05.2023;1;3;16;15;31
22.05.2023;1;4;23;21;44
22.05.2023;1;5;61;56;117
22.05.2023;1;6;158;146;304
22.05.2023;1;7;287;264;551
22.05.2023;1;8;281;259;540
22.05.2023;1;9;218;201;419
22.05.2023;1;10;215;199;414
22.05.2023;1;11;237;218;455
22.05.2023;1;12;239;221;460
22.05.2023;1;13;227;209;436
22.05.2023;1;14;209;192;401
22.05.2023;1;15;265;244;509
22.05.2023;1;16;341;315;656
22.05.2023;1;17;418;385;803
22.05.2023;1;18;302;279;581
22.05.2023;1;19;220;203;423
22.05.2023;1;20;135;125;260
22.05.2023;1;21;98;90;188
22.05.2023;1;22;86;80;166
22.05.2023;1;23;72;67;139
23.05.2023;2;0;64;60;124
23.05.2023;2;1;33;31;64
23.05.2023;2;2;19;17;36
23.05.2023;2;3;15;14;29
23.05.2023;2;4;25;24;49
23.05.2023;2;5;61;57;118
23.05.2023;2;6;158;146;304
23.05.2023;2;7;315;290;605
23.05.2023;2;8;294;272;566
23.05.2023;2;9;241;222;463
23.05.2023;2;10;211;194;405
23.05.2023;2;11;244;225;469
23.05.2023;2;12;251;231;482
23.05.2023;2;13;228;211;439
23.05.2023;2;14;242;224;466
23.05.2023;2;15;258;239;497
23.05.2023;2;16;381;352;733
23.05.2023;2;17;409;377;786
23.05.2023;2;18;319;295;614
23.05.2023;2;19;214;198;412
23.05.2023;2;20;160;148;308
23.05.2023;2;21;109;100;209
23.05.2023;2;22;77;71;148
23.05.2023;2;23;72;66;138
24.05.2023;3;0;62;57;119
24.05.2023;3;1;34;31;65
24.05.2023;3;2;20;18;38
24.05.2023;3;3;17;16;33
24.05.2023;3;4;24;23;47
24.05.2023;3;5;63;58;121
24.05.2023;3;6;165;152;317
24.05.2023;3;7;344;317;661
24.05.2023;3;8;321;297;618
24.05.2023;3;9;230;213;443
24.05.2023;3;10;210;193;403
24.05.2023;3;11;226;208;434
24.05.2023;3;12;265;244;509
24.05.2023;3;13;226;209;435
24.05.2023;3;14;225;208;433
24.05.2023;3;15;285;263;548
24.05.2023;3;16;326;300;626
24.05.2023;3;17;400;370;770
24.05.2023;3;18;289;266;555
24.05.2023;3;19;216;200;416
24.05.2023;3;20;161;148;309
24.05.2023;3;21;108;100;208
24.05.2023;3;22;89;83;172
24.05.2023;3;23;64;59;123
25.05.2023;4;0;63;59;122
25.05.2023;4;1;32;29;61
25.05.2023;4;2;21;19;40
25.05.2023;4;3;17;16;33
25.05.2023;4;4;25;23;48
25.05.2023;4;5;58;54;112
25.05.2023;4;6;156;144;300
25.05.2023;4;7;292;269;561
25.05.2023;4;8;300;276;576
25.05.2023;4;9;254;234;488
25.05.2023;4;10;223;206;429
25.05.2023;4;11;208;192;400
25.05.2023;4;12;268;248;516
25.05.2023;4;13;241;222;463
25.05.2023;4;14;212;196;408
25.05.2023;4;15;267;247;514
25.05.2023;4;16;353;325;678
25.05.2023;4;17;412;381;793
25.05.2023;4;18;293;270;563
25.05.2023;4;19;215;199;414
25.05.2023;4;20;131;120;251
25.05.2023;4;21;103;96;199
25.05.2023;4;22;88;82;170
25.05.2023;4;23;67;62;129
26.05.2023;5;0;61;57;118
26.05.2023;5;1;35;32;67
26.05.2023;5;2;22;20;42
26.05.2023;5;3;18;16;34
26.05.2023;5;4;26;24;50
26.05.2023;5;5;66;61;127
26.05.2023;5;6;173;160;333
26.05.2023;5;7;318;293;611
26.05.2023;5;8;294;271;565
26.05.2023;5;9;227;210;437
26.05.2023;5;10;196;181;377
26.05.2023;5;11;219;202;421
26.05.2023;5;12;247;228;475
26.05.2023;5;13;232;215;447
26.05.2023;5;14;246;228;474
26.05.2023;5;15;271;250;521
26.05.2023;5;16;351;324;675
26.05.2023;5;17;423;390;813
26.05.2023;5;18;310;286;596
26.05.2023;5;19;215;199;414
26.05.2023;5;20;145;133;278
26.05.2023;5;21;111;103;214
26.05.2023;5;22;86;80;166
26.05.2023;5;23;63;58;121
27.05.2023;6;0;54;49;103
27.05.2023;6;1;31;28;59
27.05.2023;6;2;18;16;34
27.05.2023;6;3;15;13;28
27.05.2023;6;4;22;20;42
27.05.2023;6;5;50;47;97
27.05.2023;6;6;146;134;280
27.05.2023;6;7;248;229;477
27.05.2023;6;8;241;222;463
27.05.2023;6;9;206;190;396
27.05.2023;6;10;181;167;348
27.05.2023;6;11;192;178;370
27.05.2023;6;12;218;201;419
27.05.2023;6;13;195;180;375
27.05.2023;6;14;196;180;376
27.05.2023;6;15;239;220;459
27.05.2023;6;16;274;253;527
27.05.2023;6;17;342;315;657
27.05.2023;6;18;262;242;504
27.05.2023;6;19;163;151;314
27.05.2023;6;20;119;109;228
27.05.2023;6;21;96;88;184
27.05.2023;6;22;72;67;139
27.05.2023;6;23;53;49;102
28.05.2023;7;0;37;35;72
28.05.2023;7;1;22;20;42
28.05.2023;7;2;15;13;28
28.05.2023;7;3;11;10;21
28.05.2023;7;4;17;16;33
28.05.2023;7;5;42;38;80
28.05.2023;7;6;111;103;214
28.05.2023;7;7;190;176;366
28.05.2023;7;8;199;184;383
28.05.2023;7;9;147;136;283
28.05.2023;7;10;141;131;272
28.05.2023;7;11;144;132;276
28.05.2023;7;12;164;152;316
28.05.2023;7;13;152;140;292
28.05.2023;7;14;148;137;285
28.05.2023;7;15;180;166;346
28.05.2023;7;16;214;198;412
28.05.2023;7;17;252;233;485
28.05.2023;7;18;220;203;423
28.05.2023;7;19;143;132;275
28.05.2023;7;20;92;84;176
28.05.2023;7;21;70;64;134
28.05.2023;7;22;53;48;101
28.05.2023;7;23;41;38;79
29.05.2023;1;0;66;61;127
29.05.2023;1;1;31;28;59
29.05.2023;1;2;22;20;42
29.05.2023;1;3;17;15;32
29.05.2023;1;4;25;23;48
29.05.2023;1;5;64;59;123
29.05.2023;1;6;172;159;331
29.05.2023;1;7;301;277;578
29.05.2023;1;8;303;280;583
29.05.2023;1;9;231;214;445
29.05.2023;1;10;196;181;377
29.05.2023;1;11;228;210;438
29.05.2023;1;12;268;248;516
29.05.2023;1;13;249;230;479
29.05.2023;1;14;238;220;458
29.05.2023;1;15;255;236;491
29.05.2023;1;16;343;316;659
29.05.2023;1;17;418;386;804
29.05.2023;1;18;325;300;625
29.05.2023;1;19;217;201;418
29.05.2023;1;20;149;137;286
29.05.2023;1;21;104;96;200
29.05.2023;1;22;81;75;156
29.05.2023;1;23;60;56;116
30.05.2023;2;0;64;59;123
30.05.2023;2;1;34;31;65
30.05.2023;2;2;21;20;41
30.05.2023;2;3;16;14;30
30.05.2023;2;4;26;24;50
30.05.2023;2;5;69;64;133
30.05.2023;2;6;168;155;323
30.05.2023;2;7;313;288;601
30.05.2023;2;8;297;274;571
30.05.2023;2;9;253;234;487
30.05.2023;2;10;198;183;381
30.05.2023;2;11;232;215;447
30.05.2023;2;12;241;222;463
30.05.2023;2;13;224;206;430
30.05.2023;2;14;229;212;441
30.05.2023;2;15;290;268;558
30.05.2023;2;16;365;336;701
30.05.2023;2;17;410;379;789
30.05.2023;2;18;307;284;591
30.05.2023;2;19;235;217;452
30.05.2023;2;20;143;132;275
30.05.2023;2;21;101;94;195
30.05.2023;2;22;76;70;146
30.05.2023;2;23;72;66;138
31.05.2023;3;0;66;60;126
31.05.2023;3;1;37;35;72
31.05.2023;3;2;19;18;37
31.05.2023;3;3;18;16;34
31.05.2023;3;4;25;23;48
31.05.2023;3;5;65;60;125
31.05.2023;3;6;153;142;295
31.05.2023;3;7;336;311;647
31.05.2023;3;8;304;281;585
31.05.2023;3;9;229;212;441
31.05.2023;3;10;216;199;415
31.05.2023;3;11;221;204;425
31.05.2023;3;12;243;225;468
31.05.2023;3;13;225;207;432
31.05.2023;3;14;209;192;401
31.05.2023;3;15;283;262;545
31.05.2023;3;16;354;327;681
31.05.2023;3;17;387;357;744
31.05.2023;3;18;319;294;613
31.05.2023;3;19;206;191;397
31.05.2023;3;20;149;137;286
31.05.2023;3;21;101;94;195
31.05.2023;3;22;80;74;154
31.05.2023;3;23;70;65;135
01.06.2023;4;0;62;58;120
01.06.2023;4;1;37;34;71
01.06.2023;4;2;21;19;40
01.06.2023;4;3;16;15;31
01.06.2023;4;4;27;24;51
01.06.2023;4;5;64;60;124
01.06.2023;4;6;173;160;333
01.06.2023;4;7;332;307;639
01.06.2023;4;8;283;261;544
01.06.2023;4;9;228;211;439
01.06.2023;4;10;207;191;398
01.06.2023;4;11;215;199;414
01.06.2023;4;12;248;228;476
01.06.2023;4;13;245;227;472
01.06.2023;4;14;232;215;447
01.06.2023;4;15;253;234;487
01.06.2023;4;16;308;285;593
01.06.2023;4;17;435;401;836
01.06.2023;4;18;312;288;600
01.06.2023;4;19;202;187;389
01.06.2023;4;20;144;133;277
01.06.2023;4;21;97;89;186
01.06.2023;4;22;89;83;172
01.06.2023;4;23;66;60;126
02.06.2023;5;0;67;62;129
02.06.2023;5;1;33;31;64
02.06.2023;5;2;22;21;43
02.06.2023;5;3;17;16;33
02.06.2023;5;4;26;24;50
02.06.2023;5;5;65;60;125
02.06.2023;5;6;172;159;331
02.06.2023;5;7;319;294;613
02.06.2023;5;8;289;267;556
02.06.2023;5;9;252;232;484
02.06.2023;5;10;200;184;384
02.06.2023;5;11;230;212;442
02.06.2023;5;12;251;232;483
02.06.2023;5;13;235;216;451
02.06.2023;5;14;225;208;433
02.06.2023;5;15;276;255;531
02.06.2023;5;16;332;306;638
02.06.2023;5;17;370;341;711
02.06.2023;5;18;314;289;603
02.06.2023;5;19;198;182;380
02.06.2023;5;20;134;123;257
02.06.2023;5;21;105;97;202
02.06.2023;5;22;86;79;165
02.06.2023;5;23;69;63;132
03.06.2023;6;0;55;50;105
03.06.2023;6;1;25;24;49
03.06.2023;6;2;17;15;32
03.06.2023;6;3;16;14;30
